 2016-02-09 20:35:05,107 [P25972/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.5 application starting on CRAIG
 2016-02-09 20:39:31,052 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Helen Mitchell' with Id '3927' has been published.
 2016-02-09 20:39:31,106 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Clarence Fox' with Id '3928' has been published.
 2016-02-09 20:39:31,171 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Louise Thompson' with Id '3929' has been published.
 2016-02-09 20:39:31,232 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Rachel Russell' with Id '3930' has been published.
 2016-02-09 20:39:31,279 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Bobby Castillo' with Id '3931' has been published.
 2016-02-09 20:39:31,359 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Patricia Hughes' with Id '3932' has been published.
 2016-02-09 20:39:31,415 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Deborah Morales' with Id '3933' has been published.
 2016-02-09 20:39:31,474 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Barbara Miller' with Id '3934' has been published.
 2016-02-09 20:39:31,526 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Douglas Montgomery' with Id '3935' has been published.
 2016-02-09 20:39:31,574 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Clarence Meyer' with Id '3936' has been published.
 2016-02-09 20:39:31,632 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Linda Barnes' with Id '3937' has been published.
 2016-02-09 20:39:31,689 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Catherine Spencer' with Id '3938' has been published.
 2016-02-09 20:39:31,739 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ruth Phillips' with Id '3939' has been published.
 2016-02-09 20:39:31,786 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Martin Alvarez' with Id '3940' has been published.
 2016-02-09 20:39:31,855 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Steve Wagner' with Id '3941' has been published.
 2016-02-09 20:39:31,905 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Carol Duncan' with Id '3942' has been published.
 2016-02-09 20:39:31,981 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sarah Patterson' with Id '3943' has been published.
 2016-02-09 20:39:32,048 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Michael Schmidt' with Id '3944' has been published.
 2016-02-09 20:39:32,123 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Robert Rice' with Id '3945' has been published.
 2016-02-09 20:39:32,184 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Scott Kelley' with Id '3946' has been published.
 2016-02-09 20:39:32,245 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Alan Howard' with Id '3947' has been published.
 2016-02-09 20:39:32,318 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Frances West' with Id '3948' has been published.
 2016-02-09 20:39:32,383 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ryan Sanchez' with Id '3949' has been published.
 2016-02-09 20:39:32,449 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Teresa Daniels' with Id '3950' has been published.
 2016-02-09 20:39:32,598 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Deborah Franklin' with Id '3951' has been published.
 2016-02-09 20:39:32,648 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Fred Vasquez' with Id '3952' has been published.
 2016-02-09 20:39:32,709 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Debra Bowman' with Id '3953' has been published.
 2016-02-09 20:39:32,757 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ruby Woods' with Id '3954' has been published.
 2016-02-09 20:39:32,825 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Robin Palmer' with Id '3955' has been published.
 2016-02-09 20:39:32,880 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Brenda Mendoza' with Id '3956' has been published.
 2016-02-09 20:39:32,945 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Deborah King' with Id '3957' has been published.
 2016-02-09 20:39:33,004 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Helen Mcdonald' with Id '3958' has been published.
 2016-02-09 20:39:33,054 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jacqueline Greene' with Id '3959' has been published.
 2016-02-09 20:39:33,105 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Alan Shaw' with Id '3960' has been published.
 2016-02-09 20:39:33,177 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Patrick Ross' with Id '3961' has been published.
 2016-02-09 20:39:33,246 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Eugene Stone' with Id '3962' has been published.
 2016-02-09 20:39:33,293 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Judith Anderson' with Id '3963' has been published.
 2016-02-09 20:39:33,342 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Roy King' with Id '3964' has been published.
 2016-02-09 20:39:33,406 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Anthony Frazier' with Id '3965' has been published.
 2016-02-09 20:39:33,469 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'John Graham' with Id '3966' has been published.
 2016-02-09 20:39:33,530 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Paul Garza' with Id '3967' has been published.
 2016-02-09 20:39:33,607 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jessica Robertson' with Id '3968' has been published.
 2016-02-09 20:39:33,678 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Virginia Reynolds' with Id '3969' has been published.
 2016-02-09 20:39:33,738 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Dorothy Hart' with Id '3970' has been published.
 2016-02-09 20:39:33,788 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Justin Garcia' with Id '3971' has been published.
 2016-02-09 20:39:33,852 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Christopher Campbell' with Id '3972' has been published.
 2016-02-09 20:39:33,919 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Donna Miller' with Id '3973' has been published.
 2016-02-09 20:39:33,967 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ann Fox' with Id '3974' has been published.
 2016-02-09 20:39:34,025 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Catherine Perkins' with Id '3975' has been published.
 2016-02-09 20:39:34,081 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jonathan Ray' with Id '3976' has been published.
 2016-02-09 20:39:34,149 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Scott Simpson' with Id '3977' has been published.
 2016-02-09 20:39:34,205 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Cheryl Reynolds' with Id '3978' has been published.
 2016-02-09 20:39:34,260 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Paula Evans' with Id '3979' has been published.
 2016-02-09 20:39:34,315 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Wanda Anderson' with Id '3980' has been published.
 2016-02-09 20:39:34,374 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Joseph Duncan' with Id '3981' has been published.
 2016-02-09 20:39:34,444 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jessica Nichols' with Id '3982' has been published.
 2016-02-09 20:39:34,502 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jacqueline Gray' with Id '3983' has been published.
 2016-02-09 20:39:34,558 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Bobby Hill' with Id '3984' has been published.
 2016-02-09 20:39:34,627 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'William Kennedy' with Id '3985' has been published.
 2016-02-09 20:39:34,684 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jeffrey Richardson' with Id '3986' has been published.
 2016-02-09 20:39:34,743 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Carol Porter' with Id '3987' has been published.
 2016-02-09 20:39:34,790 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Louise Brown' with Id '3988' has been published.
 2016-02-09 20:39:34,863 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ruth Hart' with Id '3989' has been published.
 2016-02-09 20:39:34,913 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ruth Price' with Id '3990' has been published.
 2016-02-09 20:39:34,960 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Denise Burton' with Id '3991' has been published.
 2016-02-09 20:39:35,011 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Melissa Lewis' with Id '3992' has been published.
 2016-02-09 20:39:35,071 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Judy Howard' with Id '3993' has been published.
 2016-02-09 20:39:35,144 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Lillian Cox' with Id '3994' has been published.
 2016-02-09 20:39:35,202 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Raymond Jackson' with Id '3995' has been published.
 2016-02-09 20:39:35,252 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Aaron Mcdonald' with Id '3996' has been published.
 2016-02-09 20:39:35,319 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Wanda Roberts' with Id '3997' has been published.
 2016-02-09 20:39:35,388 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Bruce Ryan' with Id '3998' has been published.
 2016-02-09 20:39:35,451 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Bobby Burns' with Id '3999' has been published.
 2016-02-09 20:39:35,518 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Marie Marshall' with Id '4000' has been published.
 2016-02-09 20:39:35,590 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Aaron Hicks' with Id '4001' has been published.
 2016-02-09 20:39:35,651 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Donna Williams' with Id '4002' has been published.
 2016-02-09 20:39:35,721 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Nicole Ross' with Id '4003' has been published.
 2016-02-09 20:39:35,769 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Virginia Romero' with Id '4004' has been published.
 2016-02-09 20:39:35,834 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Catherine Hall' with Id '4005' has been published.
 2016-02-09 20:39:35,890 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jerry Freeman' with Id '4006' has been published.
 2016-02-09 20:39:35,941 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Louis Gray' with Id '4007' has been published.
 2016-02-09 20:39:36,002 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Doris Rivera' with Id '4008' has been published.
 2016-02-09 20:39:36,063 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Laura Roberts' with Id '4009' has been published.
 2016-02-09 20:39:36,121 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Louise Ross' with Id '4010' has been published.
 2016-02-09 20:39:36,176 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Roy Baker' with Id '4011' has been published.
 2016-02-09 20:39:36,239 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jesse Spencer' with Id '4012' has been published.
 2016-02-09 20:39:36,288 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Carlos Graham' with Id '4013' has been published.
 2016-02-09 20:39:36,342 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Aaron Burton' with Id '4014' has been published.
 2016-02-09 20:39:36,391 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Beverly Knight' with Id '4015' has been published.
 2016-02-09 20:39:36,457 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Joshua Fields' with Id '4016' has been published.
 2016-02-09 20:39:36,521 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kathy Gardner' with Id '4017' has been published.
 2016-02-09 20:39:36,582 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Timothy Nichols' with Id '4018' has been published.
 2016-02-09 20:39:36,634 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jimmy Simpson' with Id '4019' has been published.
 2016-02-09 20:39:36,690 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jesse Matthews' with Id '4020' has been published.
 2016-02-09 20:39:36,754 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Philip Williams' with Id '4021' has been published.
 2016-02-09 20:39:36,816 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Shirley Perkins' with Id '4022' has been published.
 2016-02-09 20:39:36,884 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Dorothy Lawrence' with Id '4023' has been published.
 2016-02-09 20:39:36,945 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Scott Wheeler' with Id '4024' has been published.
 2016-02-09 20:39:37,008 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Louis Larson' with Id '4025' has been published.
 2016-02-09 20:39:37,084 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Walter Moore' with Id '4026' has been published.
 2016-02-09 20:39:37,152 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kevin Little' with Id '4027' has been published.
 2016-02-09 20:39:37,216 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kenneth Frazier' with Id '4028' has been published.
 2016-02-09 20:39:37,278 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Lillian Anderson' with Id '4029' has been published.
 2016-02-09 20:39:37,349 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Juan Snyder' with Id '4030' has been published.
 2016-02-09 20:39:37,406 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Katherine Harris' with Id '4031' has been published.
 2016-02-09 20:39:37,464 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Janet Lewis' with Id '4032' has been published.
 2016-02-09 20:39:37,521 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Julia Walker' with Id '4033' has been published.
 2016-02-09 20:39:37,567 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sarah Gonzales' with Id '4034' has been published.
 2016-02-09 20:39:37,630 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kelly Fields' with Id '4035' has been published.
 2016-02-09 20:39:37,687 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Andrew Perez' with Id '4036' has been published.
 2016-02-09 20:39:37,748 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Paul Stone' with Id '4037' has been published.
 2016-02-09 20:39:37,806 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Rose Grant' with Id '4038' has been published.
 2016-02-09 20:39:37,869 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Anna Cook' with Id '4039' has been published.
 2016-02-09 20:39:37,925 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sarah Fisher' with Id '4040' has been published.
 2016-02-09 20:39:37,979 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Adam Riley' with Id '4041' has been published.
 2016-02-09 20:39:38,035 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jean Jones' with Id '4042' has been published.
 2016-02-09 20:39:38,090 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jack Rice' with Id '4043' has been published.
 2016-02-09 20:39:38,147 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Larry Dean' with Id '4044' has been published.
 2016-02-09 20:39:38,208 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Carlos Moore' with Id '4045' has been published.
 2016-02-09 20:39:38,274 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Catherine Bailey' with Id '4046' has been published.
 2016-02-09 20:39:38,325 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kelly Hall' with Id '4047' has been published.
 2016-02-09 20:39:38,394 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Chris Gutierrez' with Id '4048' has been published.
 2016-02-09 20:39:38,468 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Russell Bell' with Id '4049' has been published.
 2016-02-09 20:39:38,526 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Deborah Gutierrez' with Id '4050' has been published.
 2016-02-09 20:39:38,612 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Barbara Ray' with Id '4051' has been published.
 2016-02-09 20:39:38,660 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Diana Russell' with Id '4052' has been published.
 2016-02-09 20:39:38,721 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Thomas White' with Id '4053' has been published.
 2016-02-09 20:39:38,798 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sharon Sanders' with Id '4054' has been published.
 2016-02-09 20:39:38,850 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Roger Carr' with Id '4055' has been published.
 2016-02-09 20:39:38,920 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Patrick Dunn' with Id '4056' has been published.
 2016-02-09 20:39:38,994 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Tammy Ferguson' with Id '4057' has been published.
 2016-02-09 20:39:39,045 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Michael James' with Id '4058' has been published.
 2016-02-09 20:39:39,098 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Susan Wheeler' with Id '4059' has been published.
 2016-02-09 20:39:39,153 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Cheryl Rivera' with Id '4060' has been published.
 2016-02-09 20:39:39,215 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Randy Evans' with Id '4061' has been published.
 2016-02-09 20:39:39,267 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Julia Andrews' with Id '4062' has been published.
 2016-02-09 20:39:39,323 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Robert Nguyen' with Id '4063' has been published.
 2016-02-09 20:39:39,385 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jason Castillo' with Id '4064' has been published.
 2016-02-09 20:39:39,433 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Sharon Webb' with Id '4065' has been published.
 2016-02-09 20:39:39,494 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Rebecca Dean' with Id '4066' has been published.
 2016-02-09 20:39:39,561 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kathy Harper' with Id '4067' has been published.
 2016-02-09 20:39:39,622 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Jane Jordan' with Id '4068' has been published.
 2016-02-09 20:39:39,669 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Margaret Wright' with Id '4069' has been published.
 2016-02-09 20:39:39,732 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Marie Johnston' with Id '4070' has been published.
 2016-02-09 20:39:39,799 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Helen Rodriguez' with Id '4071' has been published.
 2016-02-09 20:39:39,854 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Douglas Johnston' with Id '4072' has been published.
 2016-02-09 20:39:39,908 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Ann Lawrence' with Id '4073' has been published.
 2016-02-09 20:39:39,967 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Tina Rose' with Id '4074' has been published.
 2016-02-09 20:39:40,035 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Dennis Mitchell' with Id '4075' has been published.
 2016-02-09 20:39:40,101 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Bobby Martinez' with Id '4076' has been published.
 2016-02-09 20:39:40,160 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Paul Lee' with Id '4077' has been published.
 2016-02-09 20:39:40,221 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Kathleen Perez' with Id '4078' has been published.
 2016-02-09 20:39:40,288 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Shirley Ross' with Id '4079' has been published.
 2016-02-09 20:39:40,356 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Larry Frazier' with Id '4080' has been published.
 2016-02-09 20:39:40,424 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Pamela Lawson' with Id '4081' has been published.
 2016-02-09 20:39:40,478 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Annie Evans' with Id '4082' has been published.
 2016-02-09 20:39:40,545 [P25972/D2/T19] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'John Arnold' with Id '4083' has been published.
 2016-02-09 20:39:40,654 [P25972/D2/T25] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Blog' with Id '1075' has been published.
 2016-02-09 20:39:40,813 [P25972/D2/T25] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Tall trees have deep roots' with Id '1076' has been published.
 2016-02-09 20:39:40,863 [P25972/D2/T25] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Different Flowers Make a Bouquet' with Id '1077' has been published.
 2016-02-09 20:39:40,918 [P25972/D2/T25] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Only the curious have something to find' with Id '1078' has been published.
 2016-02-09 20:39:44,960 [P25972/D2/T27] INFO  umbraco.content - Save Xml to file...
 2016-02-09 20:39:44,988 [P25972/D2/T38] INFO  umbraco.content - Saved Xml to file.
 2016-02-09 20:40:50,862 [P25972/D2/T51] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Search' with Id '0' has been published.
 2016-02-09 20:40:54,892 [P25972/D2/T42] INFO  umbraco.content - Save Xml to file...
 2016-02-09 20:40:54,898 [P25972/D2/T38] INFO  Umbraco.Core.Publishing.PublishingStrategy - Content 'Search' with Id '4087' has been published.
 2016-02-09 20:40:54,900 [P25972/D2/T58] INFO  umbraco.content - Saved Xml to file.
 2016-02-09 20:40:58,939 [P25972/D2/T57] INFO  umbraco.content - Save Xml to file...
 2016-02-09 20:40:58,957 [P25972/D2/T43] INFO  umbraco.content - Saved Xml to file.
 2016-02-09 20:41:02,869 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Terminating
 2016-02-09 20:41:02,869 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Waiting for tasks to complete
 2016-02-09 20:41:02,869 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Terminating
 2016-02-09 20:41:02,869 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Waiting for tasks to complete
 2016-02-09 20:41:02,869 [P25972/D2/T12] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [KeepAlive] Tasks completed, terminated
 2016-02-09 20:41:02,870 [P25972/D2/T50] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledTasks] Tasks completed, terminated
 2016-02-09 20:41:02,882 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Terminating
 2016-02-09 20:41:02,882 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Waiting for tasks to complete
 2016-02-09 20:41:02,882 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Terminating
 2016-02-09 20:41:02,882 [P25972/D2/T55] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [LogScrubber] Waiting for tasks to complete
 2016-02-09 20:41:02,882 [P25972/D2/T48] INFO  Umbraco.Web.Scheduling.BackgroundTaskRunner - [ScheduledPublishing] Tasks completed, terminated
